value,report_period_begin,region_name,report_period_end
342,2010-01-01,Хабаровский край,2010-12-01
890,2010-01-01,Ханты-Мансийский АО,2010-12-01
4658,2010-01-01,Уральский ФО,2010-11-01
1765,2010-01-01,Красноярский край,2010-11-01
487,2010-01-01,Ивановская область,2010-12-01
82,2010-01-01,Кировская область,2010-12-01
6140,2010-01-01,Сибирский ФО,2010-11-01
524,2010-01-01,Владимирская область,2010-12-01
171,2010-01-01,Брянская область,2010-12-01
598,2010-01-01,Ленинградская область,2010-12-01
355,2010-01-01,Тверская область,2010-12-01
475,2010-01-01,Оренбургская область,2010-12-01
572,2010-01-01,Краснодарский край,2010-12-01
2729,2010-01-01,Московская область,2010-12-01
403,2010-01-01,Вологодская область,2010-12-01
69,2010-01-01,Белгородская область,2010-12-01
247,2010-01-01,Калининградская область,2010-12-01
2822,2010-01-01,г. Санкт-Петербург,2010-12-01
416,2010-01-01,Ставропольский край,2010-12-01
754,2010-01-01,Волгоградская область,2010-12-01
926,2010-01-01,Нижегородская область,2010-12-01
850,2010-01-01,Саратовская область,2010-12-01
135,2010-01-01,Костромская область,2010-12-01
317,2010-01-01,Астраханская область,2010-12-01
744,2010-01-01,Кемеровская область-Кузбасс,2010-12-01
109,2010-01-01,Орловская область,2010-12-01
156,2010-01-01,Калужская область,2010-12-01
89,2010-01-01,Сахалинская область,2010-12-01
574,2010-01-01,Приморский край,2010-12-01
241,2010-01-01,Воронежская область,2010-12-01
408,2010-01-01,Мурманская область,2010-12-01
66,2010-01-01,Курская область,2010-12-01
290,2010-01-01,Томская область,2010-12-01
3561,2010-01-01,г. Москва,2010-12-01
11,2010-01-01,Чукотский АО,2010-12-01
250,2010-01-01,Псковская область,2010-12-01
5,2010-01-01,Республика Алтай,2010-12-01
1295,2010-01-01,Новосибирская область,2010-12-01
371,2010-01-01,Курганская область,2010-12-01
126,2010-01-01,Рязанская область,2010-12-01
1353,2010-01-01,Челябинская область,2010-12-01
126,2010-01-01,Магаданская область,2010-12-01
180,2010-01-01,Пензенская область,2010-12-01
185,2010-01-01,Кабардино-Балкарская Респ.,2010-12-01
124,2010-01-01,Республика Марий Эл,2010-12-01
261,2010-01-01,Новгородская  область,2010-12-01
547,2010-01-01,Тульская область,2010-12-01
254,2010-01-01,Республика Коми,2010-12-01
330,2010-01-01,Ярославская область,2010-12-01
2595,2010-01-01,Самарская область,2010-12-01
890,2010-01-01,Ростовская область,2010-12-01
110,2010-01-01,Липецкая область,2010-12-01
412,2010-01-01,Республика Дагестан,2010-12-01
761,2010-01-01,Омская область,2010-12-01
86,2010-01-01,Республика Тыва,2010-12-01
904,2010-01-01,Республика Башкортостан,2010-12-01
82,2010-01-01,Камчатский край,2010-12-01
338,2010-01-01,Смоленская область,2010-12-01
105,2010-01-01,Чувашская Республика,2010-12-01
105,2010-01-01,Республика Сев. Осетия-Алания,2010-12-01
680,2010-01-01,Иркутская область,2010-12-01
92,2010-01-01,Республика Хакасия,2010-12-01
1366,2010-01-01,Республика Татарстан,2010-12-01
1719,2010-01-01,Свердловская область,2010-12-01
263,2010-01-01,Республика Ингушетия,2010-12-01
41,2010-01-01,Еврейская АО,2010-12-01
222,2010-01-01,Республика Карелия,2010-12-01
38,2010-01-01,Республика Мордовия,2010-12-01
525,2010-01-01,Удмуртская Республика,2010-12-01
449,2010-01-01,Ульяновская область,2010-12-01
130,2010-01-01,Республика Бурятия,2010-12-01
249,2010-01-01,Тамбовская область,2010-12-01
119,2010-01-01,Республика Саха (Якутия),2010-12-01
42,2010-01-01,Республика Калмыкия,2010-12-01
1019,2010-01-01,Пермский край,2010-12-01
245,2010-01-01,Чеченская Республика,2010-12-01
1908,2010-01-01,Красноярский край,2010-12-01
36,2010-01-01,Республика Адыгея,2010-12-01
193,2010-01-01,Забайкальский край,2010-12-01
52,2010-01-01,Карачаево-Черкесская Респ.,2010-12-01
18,2011-01-01,Вологодская область,2011-01-01
25,2011-01-01,Ставропольский край,2011-01-01
39,2011-01-01,Тверская область,2011-01-01
2,2011-01-01,Белгородская область,2011-01-01
1678,2010-01-01,Северо-Кавказский ФО,2010-12-01
4,2011-01-01,Архангельская область,2011-01-01
2959,2011-01-01,Российская Федерация,2011-01-01
81,2011-01-01,Нижегородская область,2011-01-01
5183,2010-01-01,Уральский ФО,2010-12-01
24,2011-01-01,Хабаровский край,2011-01-01
0,2011-01-01,Ненецкий АО,2011-01-01
9,2011-01-01,Воронежская область,2011-01-01
20,2011-01-01,Смоленская область,2011-01-01
58,2011-01-01,Кемеровская область-Кузбасс,2011-01-01
1,2011-01-01,Республика Алтай,2011-01-01
2611,2010-01-01,Южный ФО,2010-12-01
38,2011-01-01,Алтайский край,2011-01-01
6,2011-01-01,Брянская область,2011-01-01
74,2011-01-01,Ивановская область,2011-01-01
1507,2010-01-01,Дальневосточный ФО,2010-12-01
9638,2010-01-01,Приволжский ФО,2010-12-01
10,2011-01-01,Амурская область,2011-01-01
48,2011-01-01,Ханты-Мансийский АО,2011-01-01
65,2011-01-01,Владимирская область,2011-01-01
5602,2010-01-01,Северо-Западный ФО,2010-12-01
27,2011-01-01,Краснодарский край,2011-01-01
8,2011-01-01,Калужская область,2011-01-01
23,2011-01-01,Ямало-Ненецкий АО,2011-01-01
10303,2010-01-01,Центральный ФО,2010-12-01
35,2011-01-01,Приморский край,2011-01-01
6886,2010-01-01,Сибирский ФО,2010-12-01
38,2011-01-01,Волгоградская область,2011-01-01
46,2011-01-01,Тюменская область,2011-01-01
19,2011-01-01,Калининградская область,2011-01-01
17,2011-01-01,Астраханская область,2011-01-01
176,2011-01-01,г. Санкт-Петербург,2011-01-01
25,2011-01-01,Республика Коми,2011-01-01
3,2011-01-01,Чукотский АО,2011-01-01
76,2011-01-01,Республика Татарстан,2011-01-01
0,2011-01-01,Рязанская область,2011-01-01
72,2011-01-01,Приморский край,2011-02-01
184,2011-01-01,Красноярский край,2011-01-01
4,2011-01-01,Костромская область,2011-01-01
17,2011-01-01,Республика Дагестан,2011-01-01
69,2011-01-01,Тверская область,2011-02-01
3,2011-01-01,Новгородская  область,2011-01-01
8,2011-01-01,Орловская область,2011-01-01
4,2011-01-01,Чувашская Республика,2011-01-01
353,2011-01-01,Уральский ФО,2011-01-01
4,2011-01-01,Республика Марий Эл,2011-01-01
29,2011-01-01,Ярославская область,2011-01-01
30,2011-01-01,Ленинградская область,2011-01-01
48,2011-01-01,Саратовская область,2011-01-01
49,2011-01-01,Ставропольский край,2011-02-01
1,2011-01-01,Республика Тыва,2011-01-01
18,2011-01-01,Калужская область,2011-02-01
72,2011-01-01,Пермский край,2011-01-01
213,2011-01-01,Самарская область,2011-01-01
5,2011-01-01,Пензенская область,2011-01-01
16,2011-01-01,Кабардино-Балкарская Респ.,2011-01-01
7,2011-01-01,Республика Саха (Якутия),2011-01-01
84,2011-01-01,Новосибирская область,2011-01-01
27,2011-01-01,Ульяновская область,2011-01-01
7,2011-01-01,Липецкая область,2011-01-01
0,2011-01-01,Республика Мордовия,2011-01-01
1,2011-01-01,Республика Адыгея,2011-01-01
26,2011-01-01,Удмуртская Республика,2011-01-01
5,2011-01-01,Сахалинская область,2011-01-01
228,2011-01-01,г. Москва,2011-01-01
7,2011-01-01,Тамбовская область,2011-01-01
44,2011-01-01,Иркутская область,2011-01-01
33,2011-01-01,Курганская область,2011-01-01
6,2011-01-01,Республика Калмыкия,2011-01-01
51,2011-01-01,Омская область,2011-01-01
27,2011-01-01,Псковская область,2011-01-01
4,2011-01-01,Еврейская АО,2011-01-01
7,2011-01-01,Республика Ингушетия,2011-01-01
2,2011-01-01,Республика Сев. Осетия-Алания,2011-01-01
63,2011-01-01,Республика Башкортостан,2011-01-01
15,2011-01-01,Магаданская область,2011-01-01
114,2011-01-01,Свердловская область,2011-01-01
141,2011-01-01,Московская область,2011-01-01
5,2011-01-01,Республика Хакасия,2011-01-01
17,2011-01-01,Томская область,2011-01-01
16,2011-01-01,Республика Карелия,2011-01-01
3,2011-01-01,Камчатский край,2011-01-01
1,2011-01-01,Курская область,2011-01-01
61,2011-01-01,Ростовская область,2011-01-01
69,2011-01-01,Краснодарский край,2011-02-01
30,2011-01-01,Оренбургская область,2011-01-01
89,2011-01-01,Челябинская область,2011-01-01
43,2011-01-01,Калининградская область,2011-02-01
5,2011-01-01,Карачаево-Черкесская Респ.,2011-01-01
18,2011-01-01,Республика Бурятия,2011-01-01
6,2011-01-01,Чеченская Республика,2011-01-01
653,2011-01-01,Приволжский ФО,2011-01-01
12,2011-01-01,Мурманская область,2011-01-01
38,2011-01-01,Тульская область,2011-01-01
4,2011-01-01,Кировская область,2011-01-01
39,2011-01-01,Ямало-Ненецкий АО,2011-02-01
102,2011-01-01,Омская область,2011-02-01
23,2011-01-01,Республика Ингушетия,2011-02-01
99,2011-01-01,Владимирская область,2011-02-01
108,2011-01-01,Алтайский край,2011-02-01
150,2011-01-01,Южный ФО,2011-01-01
93,2011-01-01,Ивановская область,2011-02-01
7,2011-01-01,Карачаево-Черкесская Респ.,2011-02-01
39,2011-01-01,Астраханская область,2011-02-01
61,2011-01-01,Тульская область,2011-02-01
57,2011-01-01,Оренбургская область,2011-02-01
450,2011-01-01,Самарская область,2011-02-01
77,2011-01-01,Волгоградская область,2011-02-01
47,2011-01-01,Республика Коми,2011-02-01
223,2011-01-01,Челябинская область,2011-02-01
41,2011-01-01,Мурманская область,2011-02-01
179,2011-01-01,Республика Татарстан,2011-02-01
11,2011-01-01,Белгородская область,2011-02-01
15,2011-01-01,Архангельская область,2011-02-01
11,2011-01-01,Республика Марий Эл,2011-02-01
52,2011-01-01,Хабаровский край,2011-02-01
38,2011-01-01,Вологодская область,2011-02-01
318,2011-01-01,Красноярский край,2011-02-01
20,2011-01-01,Костромская область,2011-02-01
0,2011-01-01,Ненецкий АО,2011-02-01
17,2011-01-01,Новгородская  область,2011-02-01
106,2011-01-01,Дальневосточный ФО,2011-01-01
10,2011-01-01,Забайкальский край,2011-01-01
686,2011-01-01,Центральный ФО,2011-01-01
100,2011-01-01,Тюменская область,2011-02-01
20,2011-01-01,Амурская область,2011-02-01
21,2011-01-01,Воронежская область,2011-02-01
3,2011-01-01,Республика Мордовия,2011-02-01
149,2011-01-01,Кемеровская область-Кузбасс,2011-02-01
99,2011-01-01,Ханты-Мансийский АО,2011-02-01
128,2011-01-01,Иркутская область,2011-02-01
196,2011-01-01,Новосибирская область,2011-02-01
78,2011-01-01,Северо-Кавказский ФО,2011-01-01
17,2011-01-01,Брянская область,2011-02-01
330,2011-01-01,Северо-Западный ФО,2011-01-01
72,2011-01-01,Ульяновская область,2011-02-01
6640,2011-01-01,Российская Федерация,2011-02-01
8,2011-01-01,Республика Сев. Осетия-Алания,2011-02-01
7,2011-01-01,Кировская область,2011-02-01
173,2011-01-01,Нижегородская область,2011-02-01
11,2011-01-01,Камчатский край,2011-02-01
23,2011-01-01,Магаданская область,2011-02-01
243,2011-01-01,Свердловская область,2011-02-01
157,2011-01-01,Алтайский край,2011-03-01
2,2011-01-01,Республика Алтай,2011-02-01
81,2011-01-01,Ставропольский край,2011-03-01
9,2011-01-01,Республика Хакасия,2011-02-01
6,2011-01-01,Еврейская АО,2011-02-01
250,2011-01-01,Нижегородская область,2011-03-01
4,2011-01-01,Курская область,2011-02-01
121,2011-01-01,Ростовская область,2011-02-01
135,2011-01-01,Республика Башкортостан,2011-02-01
70,2011-01-01,Смоленская область,2011-02-01
18,2011-01-01,Республика Калмыкия,2011-02-01
116,2011-01-01,Волгоградская область,2011-03-01
0,2011-01-01,Ненецкий АО,2011-03-01
9,2011-01-01,Чеченская Республика,2011-02-01
220,2011-01-01,Дальневосточный ФО,2011-02-01
84,2011-01-01,Хабаровский край,2011-03-01
592,2011-01-01,г. Санкт-Петербург,2011-02-01
495,2011-01-01,г. Москва,2011-02-01
121,2011-01-01,Краснодарский край,2011-03-01
511,2011-01-01,Сибирский ФО,2011-01-01
1,2011-01-01,Рязанская область,2011-02-01
28,2011-01-01,Республика Бурятия,2011-02-01
16,2011-01-01,Тамбовская область,2011-02-01
42,2011-01-01,Воронежская область,2011-03-01
139,2011-01-01,Пермский край,2011-02-01
38,2011-01-01,Республика Карелия,2011-02-01
17,2011-01-01,Орловская область,2011-02-01
5,2011-01-01,Чукотский АО,2011-02-01
367,2011-01-01,Московская область,2011-02-01
166,2011-01-01,Северо-Кавказский ФО,2011-02-01
60,2011-01-01,Ленинградская область,2011-02-01
114,2011-01-01,Саратовская область,2011-02-01
111,2011-01-01,Приморский край,2011-03-01
2,2011-01-01,Республика Тыва,2011-02-01
42,2011-01-01,Республика Дагестан,2011-02-01
28,2011-01-01,Томская область,2011-02-01
54,2011-01-01,Вологодская область,2011-03-01
29,2011-01-01,Забайкальский край,2011-02-01
21,2011-01-01,Пензенская область,2011-02-01
12,2011-01-01,Чувашская Республика,2011-02-01
776,2011-01-01,Уральский ФО,2011-02-01
9872,2011-01-01,Российская Федерация,2011-03-01
329,2011-01-01,Южный ФО,2011-02-01
66,2011-01-01,Ярославская область,2011-02-01
19,2011-01-01,Липецкая область,2011-02-01
122,2011-01-01,Владимирская область,2011-03-01
74,2011-01-01,Удмуртская Республика,2011-02-01
14,2011-01-01,Сахалинская область,2011-02-01
28,2011-01-01,Кабардино-Балкарская Респ.,2011-02-01
72,2011-01-01,Курганская область,2011-02-01
17,2011-01-01,Республика Саха (Якутия),2011-02-01
1099,2011-01-01,Сибирский ФО,2011-02-01
48,2011-01-01,Псковская область,2011-02-01
5,2011-01-01,Республика Адыгея,2011-02-01
1447,2011-01-01,Приволжский ФО,2011-02-01
291,2011-01-01,Новосибирская область,2011-03-01
30,2011-01-01,Брянская область,2011-03-01
100,2011-01-01,Тульская область,2011-03-01
168,2011-01-01,Саратовская область,2011-03-01
114,2011-01-01,Курганская область,2011-03-01
78,2011-01-01,Калининградская область,2011-03-01
16,2011-01-01,Кировская область,2011-03-01
149,2011-01-01,Омская область,2011-03-01
103,2011-01-01,Смоленская область,2011-03-01
102,2011-01-01,Ленинградская область,2011-03-01
1464,2011-01-01,Центральный ФО,2011-02-01
75,2011-01-01,Мурманская область,2011-03-01
9,2011-01-01,Республика Адыгея,2011-03-01
37,2011-01-01,Пензенская область,2011-03-01
73,2011-01-01,Астраханская область,2011-03-01
6,2011-01-01,Чукотский АО,2011-03-01
24,2011-01-01,Костромская область,2011-03-01
34,2011-01-01,Тамбовская область,2011-03-01
939,2011-01-01,Северо-Западный ФО,2011-02-01
27,2011-01-01,Архангельская область,2011-03-01
29,2011-01-01,Новгородская  область,2011-03-01
174,2011-01-01,Республика Башкортостан,2011-03-01
6,2011-01-01,Курская область,2011-03-01
149,2011-01-01,Ханты-Мансийский АО,2011-03-01
17,2011-01-01,Белгородская область,2011-03-01
21,2011-01-01,Сахалинская область,2011-03-01
98,2011-01-01,Оренбургская область,2011-03-01
34,2011-01-01,Амурская область,2011-03-01
94,2011-01-01,Ярославская область,2011-03-01
153,2011-01-01,Тюменская область,2011-03-01
786,2011-01-01,г. Санкт-Петербург,2011-03-01
64,2011-01-01,Ямало-Ненецкий АО,2011-03-01
345,2011-01-01,Свердловская область,2011-03-01
23,2011-01-01,Орловская область,2011-03-01
617,2011-01-01,Самарская область,2011-03-01
40,2011-01-01,Томская область,2011-03-01
139,2011-01-01,Ивановская область,2011-03-01
219,2011-01-01,Пермский край,2011-03-01
4,2011-01-01,Республика Тыва,2011-03-01
195,2011-01-01,Ростовская область,2011-03-01
76,2011-01-01,Республика Коми,2011-03-01
24,2011-01-01,Калужская область,2011-03-01
13,2011-01-01,Республика Сев. Осетия-Алания,2011-03-01
4,2011-01-01,Республика Алтай,2011-03-01
34,2011-01-01,Забайкальский край,2011-03-01
30,2011-01-01,Республика Бурятия,2011-03-01
33,2011-01-01,Республика Ингушетия,2011-03-01
26,2011-01-01,Республика Саха (Якутия),2011-03-01
182,2011-01-01,Иркутская область,2011-03-01
11,2011-01-01,Карачаево-Черкесская Респ.,2011-03-01
191,2011-01-01,Кемеровская область-Кузбасс,2011-03-01
767,2011-01-01,г. Москва,2011-03-01
17,2011-01-01,Республика Марий Эл,2011-03-01
9,2011-01-01,Рязанская область,2011-03-01
60,2011-01-01,Республика Дагестан,2011-03-01
324,2011-01-01,Челябинская область,2011-03-01
12,2011-01-01,Еврейская АО,2011-03-01
15,2011-01-01,Камчатский край,2011-03-01
32,2011-01-01,Липецкая область,2011-03-01
68,2011-01-01,Псковская область,2011-03-01
615,2011-01-01,Московская область,2011-03-01
18,2011-01-01,Чеченская Республика,2011-03-01
3,2011-01-01,Республика Мордовия,2011-03-01
103,2011-01-01,Тверская область,2011-03-01
265,2011-01-01,Республика Татарстан,2011-03-01
87,2011-01-01,Ульяновская область,2011-03-01
22,2011-01-01,Чувашская Республика,2011-03-01
41,2011-01-01,Кабардино-Балкарская Респ.,2011-03-01
26,2011-01-01,Магаданская область,2011-03-01
449,2011-01-01,Красноярский край,2011-03-01
85,2011-01-01,Вологодская область,2011-04-01
195,2011-01-01,Краснодарский край,2011-04-01
0,2011-01-01,Ненецкий АО,2011-04-01
1029,2011-01-01,г. Москва,2011-04-01
22,2011-01-01,Белгородская область,2011-04-01
27,2011-01-01,Костромская область,2011-04-01
139,2011-01-01,Курганская область,2011-04-01
211,2011-01-01,Тюменская область,2011-04-01
1542,2011-01-01,Сибирский ФО,2011-03-01
60,2011-01-01,Воронежская область,2011-04-01
42,2011-01-01,Липецкая область,2011-04-01
165,2011-01-01,Приморский край,2011-04-01
134,2011-01-01,Тверская область,2011-04-01
532,2011-01-01,Южный ФО,2011-03-01
223,2011-01-01,Ханты-Мансийский АО,2011-04-01
105,2011-01-01,Астраханская область,2011-04-01
42,2011-01-01,Брянская область,2011-04-01
15,2011-01-01,Курская область,2011-04-01
337,2011-01-01,Нижегородская область,2011-04-01
113,2011-01-01,Ставропольский край,2011-04-01
86,2011-01-01,Ямало-Ненецкий АО,2011-04-01
29,2011-01-01,Магаданская область,2011-04-01
2080,2011-01-01,Приволжский ФО,2011-03-01
33,2011-01-01,Калужская область,2011-04-01
18,2011-01-01,Республика Калмыкия,2011-03-01
161,2011-01-01,Владимирская область,2011-04-01
13592,2011-01-01,Российская Федерация,2011-04-01
335,2011-01-01,Дальневосточный ФО,2011-03-01
11,2011-01-01,Республика Хакасия,2011-03-01
1084,2011-01-01,г. Санкт-Петербург,2011-04-01
2284,2011-01-01,Центральный ФО,2011-03-01
153,2011-01-01,Ивановская область,2011-04-01
118,2011-01-01,Хабаровский край,2011-04-01
267,2011-01-01,Кемеровская область-Кузбасс,2011-04-01
1149,2011-01-01,Уральский ФО,2011-03-01
52,2011-01-01,Республика Карелия,2011-03-01
181,2011-01-01,Волгоградская область,2011-04-01
180,2011-01-01,Ленинградская область,2011-04-01
195,2011-01-01,Алтайский край,2011-04-01
257,2011-01-01,Северо-Кавказский ФО,2011-03-01
1347,2011-01-01,Северо-Западный ФО,2011-03-01
112,2011-01-01,Калининградская область,2011-04-01
45,2011-01-01,Амурская область,2011-04-01
56,2011-01-01,Архангельская область,2011-04-01
28,2011-01-01,Кировская область,2011-04-01
39,2011-01-01,Республика Саха (Якутия),2011-04-01
223,2011-01-01,Владимирская область,2011-05-01
1524,2011-01-01,г. Санкт-Петербург,2011-05-01
463,2011-01-01,Свердловская область,2011-04-01
63,2011-01-01,Кабардино-Балкарская Респ.,2011-04-01
12,2011-01-01,Республика Адыгея,2011-04-01
226,2011-01-01,Омская область,2011-04-01
144,2011-01-01,Удмуртская Республика,2011-04-01
29,2011-01-01,Республика Марий Эл,2011-04-01
244,2011-01-01,Волгоградская область,2011-05-01
257,2011-01-01,Ростовская область,2011-04-01
851,2011-01-01,Московская область,2011-04-01
129,2011-01-01,Смоленская область,2011-04-01
589,2011-01-01,Красноярский край,2011-04-01
226,2011-01-01,Ленинградская область,2011-05-01
260,2011-01-01,Республика Башкортостан,2011-04-01
4,2011-01-01,Республика Алтай,2011-04-01
121,2011-01-01,Оренбургская область,2011-04-01
18,2011-01-01,Республика Хакасия,2011-04-01
20,2011-01-01,Еврейская АО,2011-04-01
105,2011-01-01,Ульяновская область,2011-04-01
6,2011-01-01,Республика Мордовия,2011-04-01
107,2011-01-01,Удмуртская Республика,2011-03-01
23,2011-01-01,Рязанская область,2011-04-01
103,2011-01-01,Мурманская область,2011-04-01
234,2011-01-01,Иркутская область,2011-04-01
820,2011-01-01,Самарская область,2011-04-01
51,2011-01-01,Тамбовская область,2011-04-01
22,2011-01-01,Республика Калмыкия,2011-04-01
48,2011-01-01,Республика Ингушетия,2011-04-01
41,2011-01-01,Чеченская Республика,2011-04-01
27,2011-01-01,Республика Сев. Осетия-Алания,2011-04-01
6,2011-01-01,Чукотский АО,2011-04-01
212,2011-01-01,Саратовская область,2011-04-01
38,2011-01-01,Республика Бурятия,2011-04-01
47,2011-01-01,Новгородская  область,2011-04-01
62,2011-01-01,Томская область,2011-04-01
19,2011-01-01,Камчатский край,2011-04-01
32,2011-01-01,Орловская область,2011-04-01
365,2011-01-01,Республика Татарстан,2011-04-01
47,2011-01-01,Забайкальский край,2011-04-01
63,2011-01-01,Республика Карелия,2011-04-01
52,2011-01-01,Пензенская область,2011-04-01
31,2011-01-01,Чувашская Республика,2011-04-01
417,2011-01-01,Челябинская область,2011-04-01
12,2011-01-01,Карачаево-Черкесская Респ.,2011-04-01
141,2011-01-01,Ярославская область,2011-04-01
30,2011-01-01,Сахалинская область,2011-04-01
397,2011-01-01,Новосибирская область,2011-04-01
290,2011-01-01,Пермский край,2011-04-01
11,2011-01-01,Республика Тыва,2011-04-01
81,2011-01-01,Республика Дагестан,2011-04-01
192,2011-01-01,Тульская область,2011-04-01
90,2011-01-01,Республика Коми,2011-04-01
111,2011-01-01,Ямало-Ненецкий АО,2011-05-01
80,2011-01-01,Псковская область,2011-04-01
359,2011-01-01,Кемеровская область-Кузбасс,2011-05-01
28,2011-01-01,Белгородская область,2011-05-01
1900,2011-01-01,Северо-Западный ФО,2011-04-01
247,2011-01-01,Алтайский край,2011-05-01
2088,2011-01-01,Сибирский ФО,2011-04-01
40,2011-01-01,Сахалинская область,2011-05-01
181,2011-01-01,Ивановская область,2011-05-01
22,2011-01-01,Курская область,2011-05-01
113,2011-01-01,Республика Дагестан,2011-05-01
41,2011-01-01,Чувашская Республика,2011-05-01
1349,2011-01-01,г. Москва,2011-05-01
56,2011-01-01,Амурская область,2011-05-01
0,2011-01-01,Ненецкий АО,2011-05-01
43,2011-01-01,Кировская область,2011-05-01
61,2011-01-01,Брянская область,2011-05-01
264,2011-01-01,Краснодарский край,2011-05-01
471,2011-01-01,Дальневосточный ФО,2011-04-01
658,2011-01-01,Свердловская область,2011-05-01
83,2011-01-01,Кабардино-Балкарская Респ.,2011-05-01
138,2011-01-01,Калининградская область,2011-05-01
1120,2011-01-01,Московская область,2011-05-01
302,2011-01-01,Ханты-Мансийский АО,2011-05-01
128,2011-01-01,Вологодская область,2011-05-01
53,2011-01-01,Липецкая область,2011-05-01
34,2011-01-01,Костромская область,2011-05-01
18,2011-01-01,Республика Адыгея,2011-05-01
2800,2011-01-01,Приволжский ФО,2011-04-01
203,2011-01-01,Приморский край,2011-05-01
385,2011-01-01,Северо-Кавказский ФО,2011-04-01
192,2011-01-01,Удмуртская Республика,2011-05-01
266,2011-01-01,Тюменская область,2011-05-01
163,2011-01-01,Тверская область,2011-05-01
89,2011-01-01,Воронежская область,2011-05-01
24,2011-01-01,Рязанская область,2011-05-01
37,2011-01-01,Магаданская область,2011-05-01
1047,2011-01-01,Самарская область,2011-05-01
358,2011-01-01,Республика Башкортостан,2011-05-01
24,2011-01-01,Республика Хакасия,2011-05-01
3137,2011-01-01,Центральный ФО,2011-04-01
158,2011-01-01,Ставропольский край,2011-05-01
772,2011-01-01,Южный ФО,2011-04-01
17848,2011-01-01,Российская Федерация,2011-05-01
58,2011-01-01,Калужская область,2011-05-01
127,2011-01-01,Астраханская область,2011-05-01
423,2011-01-01,Нижегородская область,2011-05-01
1539,2011-01-01,Уральский ФО,2011-04-01
167,2011-01-01,Курганская область,2011-05-01
278,2011-01-01,Саратовская область,2011-05-01
63,2011-01-01,Республика Бурятия,2011-05-01
145,2011-01-01,Мурманская область,2011-05-01
153,2011-01-01,Хабаровский край,2011-05-01
47,2011-01-01,Чеченская Республика,2011-05-01
21,2011-01-01,Камчатский край,2011-05-01
43,2011-01-01,Орловская область,2011-05-01
197,2011-01-01,Хабаровский край,2011-06-01
52,2011-01-01,Республика Ингушетия,2011-05-01
355,2011-01-01,Ханты-Мансийский АО,2011-06-01
92,2011-01-01,Республика Карелия,2011-05-01
31,2011-01-01,Республика Сев. Осетия-Алания,2011-05-01
2052,2011-01-01,Уральский ФО,2011-05-01
54,2011-01-01,Новгородская  область,2011-05-01
344,2011-01-01,Пермский край,2011-05-01
79,2011-01-01,Томская область,2011-05-01
68,2011-01-01,Пензенская область,2011-05-01
548,2011-01-01,Челябинская область,2011-05-01
4099,2011-01-01,Центральный ФО,2011-05-01
323,2011-01-01,Краснодарский край,2011-06-01
112,2011-01-01,Республика Коми,2011-05-01
14,2011-01-01,Карачаево-Черкесская Респ.,2011-05-01
71,2011-01-01,Архангельская область,2011-05-01
571,2011-01-01,Новосибирская область,2011-05-01
260,2011-01-01,Тульская область,2011-05-01
61,2011-01-01,Забайкальский край,2011-05-01
97,2011-01-01,Псковская область,2011-05-01
49,2011-01-01,Республика Саха (Якутия),2011-05-01
6,2011-01-01,Чукотский АО,2011-05-01
2587,2011-01-01,Северо-Западный ФО,2011-05-01
37,2011-01-01,Республика Марий Эл,2011-05-01
466,2011-01-01,Республика Татарстан,2011-05-01
300,2011-01-01,Алтайский край,2011-06-01
715,2011-01-01,Красноярский край,2011-05-01
322,2011-01-01,Омская область,2011-05-01
59,2011-01-01,Амурская область,2011-06-01
2,2011-01-01,Республика Алтай,2011-05-01
349,2011-01-01,Ростовская область,2011-05-01
173,2011-01-01,Ярославская область,2011-05-01
29,2011-01-01,Еврейская АО,2011-05-01
15,2011-01-01,Республика Мордовия,2011-05-01
21,2011-01-01,Республика Тыва,2011-05-01
130,2011-01-01,Ямало-Ненецкий АО,2011-06-01
152,2011-01-01,Смоленская область,2011-05-01
294,2011-01-01,Иркутская область,2011-05-01
24,2011-01-01,Республика Калмыкия,2011-05-01
155,2011-01-01,Оренбургская область,2011-05-01
120,2011-01-01,Ульяновская область,2011-05-01
21355,2011-01-01,Российская Федерация,2011-06-01
3587,2011-01-01,Приволжский ФО,2011-05-01
66,2011-01-01,Тамбовская область,2011-05-01
1026,2011-01-01,Южный ФО,2011-05-01
89,2011-01-01,Архангельская область,2011-06-01
301,2011-01-01,Волгоградская область,2011-06-01
159,2011-01-01,Калининградская область,2011-06-01
1902,2011-01-01,г. Санкт-Петербург,2011-06-01
243,2011-01-01,Владимирская область,2011-06-01
224,2011-01-01,Ивановская область,2011-06-01
594,2011-01-01,Дальневосточный ФО,2011-05-01
76,2011-01-01,Брянская область,2011-06-01
50,2011-01-01,Кировская область,2011-06-01
523,2011-01-01,Нижегородская область,2011-06-01
331,2011-01-01,Тюменская область,2011-06-01
498,2011-01-01,Северо-Кавказский ФО,2011-05-01
197,2011-01-01,Ставропольский край,2011-06-01
245,2011-01-01,Приморский край,2011-06-01
453,2011-01-01,Кемеровская область-Кузбасс,2011-06-01
0,2011-01-01,Ненецкий АО,2011-06-01
25,2011-01-01,Курская область,2011-06-01
1370,2011-01-01,Московская область,2011-06-01
1209,2011-01-01,Самарская область,2011-06-01
29,2011-01-01,Белгородская область,2011-06-01
415,2011-01-01,Омская область,2011-06-01
83,2011-01-01,Тамбовская область,2011-06-01
399,2011-01-01,Ростовская область,2011-06-01
186,2011-01-01,Смоленская область,2011-06-01
