value,report_period_begin,region_name,report_period_end
931,2022-01-01,Челябинская область,2022-04-01
61,2022-01-01,Республика Саха (Якутия),2022-04-01
35,2022-01-01,Ярославская область,2022-04-01
13300,2022-01-01,Российская Федерация,2022-04-01
365,2022-01-01,Республика Башкортостан,2022-04-01
155,2022-01-01,Томская область,2022-05-01
78,2022-01-01,Республика Саха (Якутия),2022-05-01
60,2022-01-01,Тульская область,2022-05-01
29,2022-01-01,Тамбовская область,2022-03-01
92,2022-01-01,Томская область,2022-03-01
128,2022-01-01,Республика Хакасия,2022-10-01
58,2022-01-01,Чеченская Республика,2022-10-01
4,2022-01-01,Ненецкий АО,2022-11-01
621,2022-01-01,Ханты-Мансийский АО,2022-11-01
205,2022-01-01,Ульяновская область,2022-11-01
110,2022-01-01,Республика Ингушетия,2022-11-01
1651,2022-01-01,г. Санкт-Петербург,2022-10-01
8,2022-01-01,Магаданская область,2022-03-01
246,2022-01-01,Республика Башкортостан,2022-03-01
156,2022-01-01,Забайкальский край,2022-10-01
35,2022-01-01,Республика Алтай,2022-11-01
136,2022-01-01,Омская область,2022-03-01
108,2022-01-01,Оренбургская область,2022-03-01
88,2022-01-01,Карачаево-Черкесская Респ.,2022-11-01
2106,2022-01-01,Дальневосточный ФО,2022-11-01
44,2022-01-01,Республика Саха (Якутия),2022-03-01
5,2022-01-01,Еврейская АО,2022-03-01
1944,2022-01-01,Дальневосточный ФО,2022-10-01
350,2022-01-01,Кировская область,2022-11-01
563,2022-01-01,Иркутская область,2022-11-01
69,2022-01-01,Камчатский край,2022-11-01
421,2022-01-01,Ленинградская область,2022-10-01
193,2022-01-01,Тюменская область,2022-03-01
9,2022-01-01,Республика Бурятия,2022-03-01
2125,2022-01-01,Краснодарский край,2022-11-01
412,2022-01-01,Хабаровский край,2022-10-01
163,2022-01-01,Амурская область,2022-10-01
61,2022-01-01,Республика Коми,2022-03-01
18,2022-01-01,Республика Марий Эл,2022-03-01
94,2022-01-01,Белгородская область,2022-11-01
121,2021-01-01,г. Севастополь,2021-10-01
220,2021-01-01,Республика Крым,2021-10-01
6,2021-01-01,Ненецкий АО,2021-10-01
477,2021-01-01,Ханты-Мансийский АО,2021-10-01
112,2021-01-01,Ямало-Ненецкий АО,2021-10-01
220,2021-01-01,Архангельская область,2021-10-01
192,2021-01-01,Курганская область,2021-10-01
419,2022-01-01,Волгоградская область,2022-11-01
213,2022-01-01,Вологодская область,2022-11-01
176,2022-01-01,Ивановская область,2022-10-01
740,2022-01-01,Северо-Западный ФО,2022-03-01
1639,2022-01-01,Приволжский ФО,2022-03-01
165,2022-01-01,г. Севастополь,2022-11-01
555,2022-01-01,Республика Крым,2022-11-01
203,2022-01-01,Тульская область,2022-11-01
394,2022-01-01,г. Санкт-Петербург,2022-03-01
1968,2022-01-01,Челябинская область,2022-10-01
49,2022-01-01,Магаданская область,2022-11-01
4209,2022-01-01,г. Москва,2022-11-01
177,2022-01-01,Новгородская  область,2022-10-01
451,2022-01-01,Оренбургская область,2022-11-01
165,2022-01-01,Орловская область,2022-11-01
157,2021-01-01,Калужская область,2021-10-01
1075,2021-01-01,Кемеровская область-Кузбасс,2021-10-01
306,2021-01-01,Кировская область,2021-10-01
117,2021-01-01,Костромская область,2021-10-01
866,2021-01-01,Самарская область,2021-10-01
105,2021-01-01,Курская область,2021-10-01
1637,2022-01-01,Ростовская область,2022-11-01
370,2022-01-01,Рязанская область,2022-11-01
117,2022-01-01,Сахалинская область,2022-10-01
1733,2022-01-01,Свердловская область,2022-10-01
27,2022-01-01,Республика Тыва,2022-10-01
504,2022-01-01,Удмуртская Республика,2022-10-01
224,2022-01-01,Калужская область,2022-11-01
1145,2022-01-01,Кемеровская область-Кузбасс,2022-11-01
44572,2022-01-01,Российская Федерация,2022-11-01
1287,2022-01-01,Красноярский край,2022-11-01
1954,2022-01-01,Северо-Кавказский ФО,2022-11-01
313,2022-01-01,Архангельская область,2022-10-01
171,2022-01-01,Курганская область,2022-10-01
105,2022-01-01,Ленинградская область,2022-03-01
1,2022-01-01,Чукотский АО,2022-10-01
35,2022-01-01,Республика Бурятия,2022-11-01
440,2022-01-01,Новосибирская область,2022-10-01
121,2022-01-01,Хабаровский край,2022-03-01
42,2022-01-01,Амурская область,2022-03-01
273,2022-01-01,Кабардино-Балкарская Респ.,2022-10-01
69,2022-01-01,Республика Марий Эл,2022-11-01
276,2021-01-01,Томская область,2021-10-01
131,2021-01-01,Тульская область,2021-10-01
181,2021-01-01,Ульяновская область,2021-10-01
98,2021-01-01,Республика Ингушетия,2021-10-01
2067,2021-01-01,Челябинская область,2021-10-01
1,2021-01-01,Чукотский АО,2021-10-01
1483,2022-01-01,Республика Татарстан,2022-11-01
48,2022-01-01,Ивановская область,2022-03-01
10,2022-01-01,Калининградская область,2022-03-01
5138,2022-01-01,Сибирский ФО,2022-10-01
308,2022-01-01,Томская область,2022-11-01
154,2022-01-01,Республика Саха (Якутия),2022-11-01
105,2022-01-01,Курская область,2022-10-01
24,2022-01-01,Республика Адыгея,2022-03-01
704,2022-01-01,Пермский край,2022-10-01
316,2022-01-01,Республика Дагестан,2022-11-01
48,2022-01-01,Новосибирская область,2022-03-01
33,2022-01-01,Республика Алтай,2022-10-01
102,2022-01-01,Республика Мордовия,2022-11-01
12,2021-01-01,Еврейская АО,2021-10-01
38610,2021-01-01,Российская Федерация,2021-10-01
1263,2021-01-01,Красноярский край,2021-10-01
464,2021-01-01,Иркутская область,2021-10-01
119,2021-01-01,Камчатский край,2021-10-01
822,2021-01-01,Пермский край,2021-10-01
178,2021-01-01,Забайкальский край,2021-10-01
5653,2022-01-01,Сибирский ФО,2022-11-01
482,2022-01-01,Свердловская область,2022-03-01
48,2022-01-01,Смоленская область,2022-03-01
110,2022-01-01,Калининградская область,2022-11-01
222,2022-01-01,Тверская область,2022-11-01
